Year,Station ID,County,Signing,State Route,County Road,Road Name,Beginning Description,Ending Description,Municipality,Length,Functional Class,Ramp,Bridge,Railroad Crossing,One Way,Count,address,latitude2,longitude2
2019,10001,Bronx,Interstate,95,,Alexander Hamil,NY/Bronx Co Line,I-87 MAJ DEEGAN EXP UNDER,Bronx,7,11,,Y,,,81839.0,Bronx Alexander Hamil NY/Bronx Co Line I-87 MAJ DEEGAN EXP UNDER,40.9138639,-73.8739897
2019,10002,Bronx,Interstate,95,,Cross Bronx Exp,I-87 MAJ DEEGAN EXP UNDER,MACOMBS RD OVER,Bronx,51,11,,Y,,,92512.0,Bronx Cross Bronx Exp I-87 MAJ DEEGAN EXP UNDER MACOMBS RD OVER,40.8254622,-73.9359734
2019,10003,Bronx,Interstate,95,,Cross Bronx Exp,MACOMBS RD OVER,END I-95/US1 OLAP WEBSTER AV,Bronx,63,11,,,,,140871.0,Bronx Cross Bronx Exp MACOMBS RD OVER END I-95/US1 OLAP WEBSTER AV,37.2266918,-77.4013696
2019,10004,Bronx,US,1,,WEBSTER AVE,END I-95/US1 OLAP WEBSTER AV,E FORDHAM RD,Bronx,151,14,,,,,15198.0,Bronx WEBSTER AVE END I-95/US1 OLAP WEBSTER AV E FORDHAM RD,40.8620992,-73.8906214
2019,10005,Bronx,US,1,,E FORDHAM RD,E FORDHAM RD,RT 907H BRONX RIVER PKWY SOU,Bronx,112,14,,Y,,,32254.0,Bronx E FORDHAM RD E FORDHAM RD RT 907H BRONX RIVER PKWY SOU,40.8447819,-73.8648268
2019,10006,Bronx,US,1,,E FORDHAM RD,RT 907H BRONX RIVER PKWY SOU,RT 907F PELHAM PKWY BOSTON P,Bronx,19,14,,,,,45433.0,Bronx E FORDHAM RD RT 907H BRONX RIVER PKWY SOU RT 907F PELHAM PKWY BOSTON P,40.8447819,-73.8648268
2019,10007,Bronx,US,1,,BOSTON RD,RT 907F PELHAM PKWY BOSTON P,GUN HILL RD,Bronx,140,14,,,,,14109.0,Bronx BOSTON RD RT 907F PELHAM PKWY BOSTON P GUN HILL RD,40.8734473,-73.8540762
2019,10008,Bronx,US,1,,BOSTON RD,GUN HILL RD,RT 22 PROVOST AVE,Bronx,164,14,,,,,20105.0,Bronx BOSTON RD GUN HILL RD RT 22 PROVOST AVE,40.8821452,-73.88070309999999
2019,10009,Bronx,US,1,,BOSTON RD,RT 22 PROVOST AVE,Bronx/West Co Line,Bronx,51,14,,Y,,,21014.0,Bronx BOSTON RD RT 22 PROVOST AVE Bronx/West Co Line,40.8860373,-73.8279265
2019,10010,Bronx,US,9,,BROADWAY,NY/Bronx Co Line,VAN CORTLAND SOUTH,Bronx,82,14,,,,,14152.0,Bronx BROADWAY NY/Bronx Co Line VAN CORTLAND SOUTH,40.8972233,-73.8860668
2019,10011,Bronx,US,9,,BROADWAY,VAN CORTLAND SOUTH,START 9/9A OLAP H.H. PKY,Bronx,94,14,,,,,15124.0,Bronx BROADWAY VAN CORTLAND SOUTH START 9/9A OLAP H.H. PKY,40.886375,-73.899712
2019,10012,Bronx,US,9,,BROADWAY,START 9/9A OLAP H.H. PKY,Bronx/West Co Line,Bronx,80,14,,,,,11614.0,Bronx BROADWAY START 9/9A OLAP H.H. PKY Bronx/West Co Line,40.8882034,-73.9117214
2019,10014,Bronx,NY,9A,,HENRY HUDSON PK,NY/Bronx Co Line,RIVERDALE AVE OVER,Bronx,104,12,,Y,,,63906.0,Bronx HENRY HUDSON PK NY/Bronx Co Line RIVERDALE AVE OVER,40.8859691,-73.9129077
2019,10015,Bronx,Interstate,695,,THROGS NECK EXP,I-295,ACC I-95,Bronx,173,11,,Y,,,53409.0,Bronx THROGS NECK EXP I-295 ACC I-95,40.8195826,-73.8117998
2019,10016,Bronx,NY,9A,,HENRY HUDSON PK,RIVERDALE AVE OVER,END 9A/907V OLAP & RT 9 OVER,Bronx,129,12,,Y,,,80793.0,Bronx HENRY HUDSON PK RIVERDALE AVE OVER END 9A/907V OLAP & RT 9 OVER,40.8993954,-73.90745799999999
2019,10017,Bronx,Interstate,87,,Major Deegan Ex,I87 NB (ON),ST ANNS AVE,Bronx,3,11,,Y,,,124544.0,Bronx Major Deegan Ex I87 NB (ON) ST ANNS AVE,40.8634495,-73.910885
2019,10018,Bronx,NY,22,,PROVOST AVE,RT 1,EAST 233RD ST,Bronx,19,14,,,,,13096.0,Bronx PROVOST AVE RT 1 EAST 233RD ST,40.8917815,-73.8522781
2019,10019,Bronx,NY,22,,PROVOST AVE,EAST 233RD ST,Bronx/West Co Line,Bronx,17,14,,,,,9768.0,Bronx PROVOST AVE EAST 233RD ST Bronx/West Co Line,40.8885928,-73.82812390000001
2019,10020,Bronx,Interstate,87,,Major Deegan Ex,ST ANNS AVE,ACC WILLIS AVE,Bronx,32,11,,Y,,,98030.0,Bronx Major Deegan Ex ST ANNS AVE ACC WILLIS AVE,40.8634495,-73.910885
2019,10021,Bronx,Interstate,87,,Major Deegan Ex,ACC WILLIS AVE,ACC EAST 138TH ST,Bronx,44,11,,Y,,,110800.0,Bronx Major Deegan Ex ACC WILLIS AVE ACC EAST 138TH ST,40.8634495,-73.910885
2019,10023,Bronx,Interstate,87,,Major Deegan Ex,ACC EAST 138TH ST,ACC MACOMBS DAM BRIDGE,Bronx,126,11,,Y,,,118845.0,Bronx Major Deegan Ex ACC EAST 138TH ST ACC MACOMBS DAM BRIDGE,40.8132249,-73.9298111
2019,10024,Bronx,Interstate,87,,Major Deegan Ex,ACC MACOMBS DAM BRIDGE,ACC 95I CROSS BRNX EPY,Bronx,96,11,,,,,143526.0,Bronx Major Deegan Ex ACC MACOMBS DAM BRIDGE ACC 95I CROSS BRNX EPY,40.8280968,-73.93383419999999
2019,10025,Bronx,Interstate,87,,Major Deegan Ex,ACC 95I CROSS BRNX EPY,ACC W FORDHAM RD,Bronx,136,11,,,,,137395.0,Bronx Major Deegan Ex ACC 95I CROSS BRNX EPY ACC W FORDHAM RD,40.8628267,-73.9075921
2019,10026,Bronx,Interstate,87,,Major Deegan Ex,ACC W FORDHAM RD,ACC WEST 230TH ST,Bronx,116,11,,,,,157709.0,Bronx Major Deegan Ex ACC W FORDHAM RD ACC WEST 230TH ST,40.8447819,-73.8648268
2019,10027,Bronx,Interstate,87,,Major Deegan Ex,ACC HENRY HUDSON PKWY,ACC EAST 233 ST,Bronx,32,11,,Y,,,160954.0,Bronx Major Deegan Ex ACC HENRY HUDSON PKWY ACC EAST 233 ST,40.8777134,-73.9224308
2019,10028,Bronx,Interstate,87,,Major Deegan Ex,ACC VAN CORTLAND PARK,ACC HENRY HUDSON PKWY,Bronx,36,11,,Y,,,142056.0,Bronx Major Deegan Ex ACC VAN CORTLAND PARK ACC HENRY HUDSON PKWY,40.8972233,-73.8860668
2019,10030,Bronx,Interstate,87,,Major Deegan Ex,ACC EAST 233 ST,Bronx/West Co Line,Bronx,110,11,,Y,,,107432.0,Bronx Major Deegan Ex ACC EAST 233 ST Bronx/West Co Line,40.8634495,-73.910885
2019,10031,Bronx,Interstate,95,,Cross Bronx Exp,END I-95/US1 OLAP WEBSTER AV,CROTONA AVE OVER,Bronx,65,11,,Y,,,113046.0,Bronx Cross Bronx Exp END I-95/US1 OLAP WEBSTER AV CROTONA AVE OVER,40.8462336,-73.8904465
2019,10032,Bronx,Interstate,95,,Cross Bronx Exp,CROTONA AVE OVER,I-895 SHERIDAN EXP UNDER,Bronx,77,11,,Y,,,138387.0,Bronx Cross Bronx Exp CROTONA AVE OVER I-895 SHERIDAN EXP UNDER,40.8327605,-73.8979982
2019,10033,Bronx,Interstate,95,,Cross Bronx Exp,I-895 SHERIDAN EXP UNDER,907H BRONX RIVER PKWY UNDER,Bronx,37,11,,Y,,,112736.0,Bronx Cross Bronx Exp I-895 SHERIDAN EXP UNDER 907H BRONX RIVER PKWY UNDER,40.8260813,-73.8861735
2019,10034,Bronx,Interstate,95,,Cross Bronx Exp,907H BRONX RIVER PKWY UNDER,WESTCHESTER AVE OVER,Bronx,71,11,,Y,,,111583.0,Bronx Cross Bronx Exp 907H BRONX RIVER PKWY UNDER WESTCHESTER AVE OVER,40.87221,-73.8718155
2019,10035,Bronx,Interstate,95,,Cross Bronx Exp,WESTCHESTER AVE OVER,I-278 END CONNECTION,Bronx,139,11,,Y,,,104945.0,Bronx Cross Bronx Exp WESTCHESTER AVE OVER I-278 END CONNECTION,40.830898,-73.8697898
2019,10036,Bronx,Interstate,95,,Bruckner Expres,I-278 END CONNECTION,I-695 UNDER,Bronx,80,11,,Y,,,100431.0,Bronx Bruckner Expres I-278 END CONNECTION I-695 UNDER,40.8447819,-73.8648268
2019,10037,Bronx,Interstate,95,,Bruckner Expres,I-695 UNDER,907F PELHAM PKWY UNDER - STA,Bronx,142,11,,Y,,,148210.0,Bronx Bruckner Expres I-695 UNDER 907F PELHAM PKWY UNDER - STA,40.8570654,-73.8677146
2019,10038,Bronx,Interstate,95,,Bruckner Expres,907F PELHAM PKWY UNDER - STA,908A  HUTCHINSON RIVER PKWY,Bronx,33,11,,Y,,,158811.0,Bronx Bruckner Expres 907F PELHAM PKWY UNDER - STA 908A  HUTCHINSON RIVER PKWY,40.8932328,-73.8210469
2019,10039,Bronx,Interstate,95,,New England Thr,908A  HUTCHINSON RIVER PKWY,INTER 12 E 222 ST AND BAYCHE,Bronx,72,11,,Y,,,98830.0,Bronx New England Thr 908A  HUTCHINSON RIVER PKWY INTER 12 E 222 ST AND BAYCHE,43.9653889,-70.8226541
2019,10040,Bronx,Interstate,95,,New England Thr,INTER 12 E 222 ST AND BAYCHE,INTER 13 CONNER ST OVER,Bronx,111,11,,,,,91950.0,Bronx New England Thr INTER 12 E 222 ST AND BAYCHE INTER 13 CONNER ST OVER,40.8447819,-73.8648268
2019,10041,Bronx,Interstate,95,,New England Thr,INTER 13 CONNER ST OVER,908A HUTCHINSON RIVER PKWY U,Bronx,59,11,,Y,,,80889.0,Bronx New England Thr INTER 13 CONNER ST OVER 908A HUTCHINSON RIVER PKWY U,40.8447819,-73.8648268
2019,10042,Bronx,Interstate,95,,New England Thr,908A HUTCHINSON RIVER PKWY U,Bronx/West Co Line,Bronx,58,11,,,,,113849.0,Bronx New England Thr 908A HUTCHINSON RIVER PKWY U Bronx/West Co Line,40.8236097,-73.836411
2019,10043,Bronx,Interstate,278,,Robert F. Kenne,NY/Bronx Co Line,I-87 MAJOR DEEGAN EXPWY EXIT,Bronx,21,11,,Y,,,84568.0,Bronx Robert F. Kenne NY/Bronx Co Line I-87 MAJOR DEEGAN EXPWY EXIT,40.9138639,-73.8739897
2019,10044,Bronx,Interstate,278,,Bruckner Expres,I-87 MAJOR DEEGAN EXPWY EXIT,EXIT 46 I-895 SHERIDAN EXPRE,Bronx,191,11,,Y,,,138219.0,Bronx Bruckner Expres I-87 MAJOR DEEGAN EXPWY EXIT EXIT 46 I-895 SHERIDAN EXPRE,40.8447819,-73.8648268
2019,10045,Bronx,Interstate,278,,Bruckner Expres,EXIT 46 I-895 SHERIDAN EXPRE,BRONX RIVER PKWY NORTH EX,Bronx,79,11,,Y,,,112576.0,Bronx Bruckner Expres EXIT 46 I-895 SHERIDAN EXPRE BRONX RIVER PKWY NORTH EX,40.8447819,-73.8648268
2019,10046,Bronx,Interstate,278,,Bruckner Expres,BRONX RIVER PKWY NORTH EX,CASTLE HILL AVE,Bronx,143,11,,Y,,,103507.0,Bronx Bruckner Expres BRONX RIVER PKWY NORTH EX CASTLE HILL AVE,40.8447819,-73.8648268
2019,10047,Bronx,Interstate,278,,Bruckner Expres,CASTLE HILL AVE,I-95 CROSS BRONX EXPWY END R,Bronx,73,11,,Y,,,85966.0,Bronx Bruckner Expres CASTLE HILL AVE I-95 CROSS BRONX EXPWY END R,40.8279285,-73.8440509
2019,10048,Bronx,Interstate,295,,CROSS BRONX EXP,Queens/Bronx Co Line,RAMP/ACC TO RT 695I,Bronx,188,11,,Y,,,109063.0,Bronx CROSS BRONX EXP Queens/Bronx Co Line RAMP/ACC TO RT 695I,40.8345521,-73.8658533
2019,10049,Bronx,Interstate,295,,CROSS BRONX EXP,RAMP/ACC TO RT 695I,ACC RT 95I END RT 295I,Bronx,211,11,,Y,,,89438.0,Bronx CROSS BRONX EXP RAMP/ACC TO RT 695I ACC RT 95I END RT 295I,40.8345521,-73.8658533
2019,10050,Bronx,NY,895,,Arthur V. Sheri,I-278/START I-895,START WESTCHESTER AVE OFF-RA,Bronx,42,14,,Y,,,32189.0,Bronx Arthur V. Sheri I-278/START I-895 START WESTCHESTER AVE OFF-RA,40.8447819,-73.8648268
2019,10051,Bronx,NY,895,,Arthur V. Sheri,START WESTCHESTER AVE OFF-RA,END I-895 / I-95/CROSS-BRONX,Bronx,93,14,,,,,47887.0,Bronx Arthur V. Sheri START WESTCHESTER AVE OFF-RA END I-895 / I-95/CROSS-BRONX,40.8260813,-73.8861735
2019,10052,Bronx,Interstate,678,,Bronx-Whiteston,Queens/Bronx Co Line,ACC RAMP RT 907W HUTCHINSON,Bronx,110,11,,,,,120213.0,Bronx Bronx-Whiteston Queens/Bronx Co Line ACC RAMP RT 907W HUTCHINSON,40.7920449,-73.8095574
2019,10053,Bronx,Interstate,678,,Hutchinson Rive,ACC RAMP RT 907W HUTCHINSON,ACC RT 95I & 278I END RT 678,Bronx,92,11,,,,,131925.0,Bronx Hutchinson Rive ACC RAMP RT 907W HUTCHINSON ACC RT 95I & 278I END RT 678,40.8512236,-73.8095574
2019,10054,Bronx,Interstate,87,,Major Deegan Ex,ACC WEST 230TH ST,ACC VAN CORTLAND PARK,Bronx,96,11,,,,,126885.0,Bronx Major Deegan Ex ACC WEST 230TH ST ACC VAN CORTLAND PARK,40.8789989,-73.9090392
2019,10055,Bronx,NY,9A,,HENRY HUDSON PK,END 9A/907V OLAP & RT 9 OVER,START 9/9A OLAP,Bronx,12,14,,,,,75233.0,Bronx HENRY HUDSON PK END 9A/907V OLAP & RT 9 OVER START 9/9A OLAP,40.9010596,-73.899878
2019,10900,Bronx,,907F,,BRONX PELHAM PK,RT 1 BOSTON RD,WHITE PLAINS RD,Bronx,9,14,,,,,29946.0,Bronx BRONX PELHAM PK RT 1 BOSTON RD WHITE PLAINS RD,40.8567258,-73.8693758
2019,10901,Bronx,,907F,,BRONX PELHAM PK,WHITE PLAINS RD,MULINER AVE,Bronx,30,14,,,,,28760.0,Bronx BRONX PELHAM PK WHITE PLAINS RD MULINER AVE,40.8517047,-73.8620783
2019,10902,Bronx,,907F,,BRONX PELHAM PK,MULINER AVE,WILLIAMSBRIDGE RD,Bronx,31,14,,,,,30303.0,Bronx BRONX PELHAM PK MULINER AVE WILLIAMSBRIDGE RD,40.8532106,-73.8620223
2019,10903,Bronx,,907F,,BRONX PELHAM PK,WILLIAMSBRIDGE RD,WILSON AVE,Bronx,35,14,,,,,28947.0,Bronx BRONX PELHAM PK WILLIAMSBRIDGE RD WILSON AVE,40.8575482,-73.85636830000001
2019,10904,Bronx,,907F,,BRONX PELHAM PK,WILSON AVE,EASTCHESTER RD,Bronx,30,14,,,,,25642.0,Bronx BRONX PELHAM PK WILSON AVE EASTCHESTER RD,40.8574948,-73.84934439999999
2019,10905,Bronx,,907F,,BRONX PELHAM PK,EASTCHESTER RD,STILLWELL AVE,Bronx,29,14,,,,,31073.0,Bronx BRONX PELHAM PK EASTCHESTER RD STILLWELL AVE,40.8577307,-73.8435544
2019,10906,Bronx,,907F,,BRONX PELHAM PK,STILLWELL AVE,RT 908A HUTCHINSON RIVER PKW,Bronx,28,14,,Y,,,46545.0,Bronx BRONX PELHAM PK STILLWELL AVE RT 908A HUTCHINSON RIVER PKW,40.8581914,-73.834387
2019,10907,Bronx,,907F,,BRONX PELHAM PK,RT 908A HUTCHINSON RIVER PKW,RT 95I BRUCKNER EXPWY OVER,Bronx,36,14,,Y,,,19780.0,Bronx BRONX PELHAM PK RT 908A HUTCHINSON RIVER PKW RT 95I BRUCKNER EXPWY OVER,40.8940911,-73.8230718
2019,10908,Bronx,,907H,,BRONX RIVER PKW,JCT METCALF AVE & STORY AVE,RT 95I CROSS BRONX EXPWY OVE,Bronx,86,12,,Y,,,61432.0,Bronx BRONX RIVER PKW JCT METCALF AVE & STORY AVE RT 95I CROSS BRONX EXPWY OVE,40.8225713,-73.8710277
2019,10910,Bronx,,907H,,BRONX RIVER PKW,RT 95I CROSS BRONX EXPWY OVE,RT 1 E FORHAM RD UNDER,Bronx,154,12,,Y,,,118461.0,Bronx BRONX RIVER PKW RT 95I CROSS BRONX EXPWY OVE RT 1 E FORHAM RD UNDER,40.845472,-73.9085869
2019,10911,Bronx,,907H,,BRONX RIVER PKW,RT 1 E FORHAM RD UNDER,RT 908F MOSHOLU PKY UNDER,Bronx,67,12,,Y,,,123280.0,Bronx BRONX RIVER PKW RT 1 E FORHAM RD UNDER RT 908F MOSHOLU PKY UNDER,40.8821974,-73.8862418
2019,10912,Bronx,,907H,,BRONX RIVER PKW,RT 908F MOSHOLU PKY UNDER,E  GUN HILL RD OVER,Bronx,85,12,,Y,,,118270.0,Bronx BRONX RIVER PKW RT 908F MOSHOLU PKY UNDER E  GUN HILL RD OVER,40.8821974,-73.8862418
2019,10913,Bronx,,907H,,BRONX RIVER PKW,E  GUN HILL RD OVER,E 233RD ST,Bronx,122,12,,Y,,,106434.0,Bronx BRONX RIVER PKW E  GUN HILL RD OVER E 233RD ST,40.8734473,-73.8540762
2019,10914,Bronx,,907H,,BRONX RIVER PKW,E 233RD ST,NCL NYC/WESTCHESTER CL - NER,Bronx,45,12,,Y,,,94548.0,Bronx BRONX RIVER PKW E 233RD ST NCL NYC/WESTCHESTER CL - NER,40.8917815,-73.8522781
2019,10917,Bronx,,907V,,HENRY HUDSON PK,END 9A/907V OLAP & RT 9 OVER,RT 908F MOSHOLU PKWY OVER,Bronx,52,12,,,,,94514.0,Bronx HENRY HUDSON PK END 9A/907V OLAP & RT 9 OVER RT 908F MOSHOLU PKWY OVER,40.8859691,-73.9129077
2019,10918,Bronx,,907V,,HENRY HUDSON PK,RT 908F MOSHOLU PKWY OVER,BRONX/WESTCHESTER CL,Bronx,49,12,,,,,68464.0,Bronx HENRY HUDSON PK RT 908F MOSHOLU PKWY OVER BRONX/WESTCHESTER CL,40.7715226,-73.99420860000001
2019,10920,Bronx,,908A,,Hutchinson Rive,I-95 CROSS BRONX EXPWY,RT 907F BRONX PELHAM PWKY,Bronx,182,12,,,,,87965.0,Bronx Hutchinson Rive I-95 CROSS BRONX EXPWY RT 907F BRONX PELHAM PWKY,40.8345521,-73.8658533
2019,10921,Bronx,,908A,,Hutchinson Rive,RT 907F BRONX PELHAM PWKY,I-95 NEW ENGLAND THWY,Bronx,43,12,,Y,,,87539.0,Bronx Hutchinson Rive RT 907F BRONX PELHAM PWKY I-95 NEW ENGLAND THWY,40.8743044,-73.8348472
2019,10922,Bronx,,908A,,Hutchinson Rive,I-95 NEW ENGLAND THWY,INT RAMP TO ORCHARD BEACH,Bronx,97,12,,Y,,,119786.0,Bronx Hutchinson Rive I-95 NEW ENGLAND THWY INT RAMP TO ORCHARD BEACH,40.8447819,-73.8648268
2019,10923,Bronx,,908A,,Hutchinson Rive,INT RAMP TO ORCHARD BEACH,I-95 NEW ENGLAND THWY,Bronx,96,12,,,,,123718.0,Bronx Hutchinson Rive INT RAMP TO ORCHARD BEACH I-95 NEW ENGLAND THWY,40.8447819,-73.8648268
2019,10924,Bronx,,908A,,Hutchinson Rive,I-95 NEW ENGLAND THWY,BRONX/WEST CL/NY NCL,Bronx,17,12,,,,,80753.0,Bronx Hutchinson Rive I-95 NEW ENGLAND THWY BRONX/WEST CL/NY NCL,40.8743044,-73.8348472
2019,10925,Bronx,,908F,,MOSHOLU PKWY,INT BRONX PARK EAST,INT BRONX RIVER PKWY,Bronx,11,16,,,,,19570.0,Bronx MOSHOLU PKWY INT BRONX PARK EAST INT BRONX RIVER PKWY,40.8821974,-73.8862418
2019,10926,Bronx,,908F,,MOSHOLU PKWY,INT BRONX RIVER PKWY,INT DR THEO KAZIMIROFF BLVD,Bronx,52,12,,Y,,,43926.0,Bronx MOSHOLU PKWY INT BRONX RIVER PKWY INT DR THEO KAZIMIROFF BLVD,40.87221,-73.8718155
2019,10927,Bronx,,908F,,MOSHOLU PKWY,INT DR THEO KAZIMIROFF BLVD,JCT GRAND BLVD & CONCOURSE,Bronx,75,12,,Y,,,27601.0,Bronx MOSHOLU PKWY INT DR THEO KAZIMIROFF BLVD JCT GRAND BLVD & CONCOURSE,40.8612954,-73.8808831
2019,10929,Bronx,,908F,,MOSHOLU PKWY,JCT GRAND BLVD & CONCOURSE,INT 87I MAJOR DEEGAN,Bronx,85,12,,,,,29400.0,Bronx MOSHOLU PKWY JCT GRAND BLVD & CONCOURSE INT 87I MAJOR DEEGAN,40.8821974,-73.8862418
2019,10930,Bronx,,908F,,MOSHOLU PKWY,INT 87I MAJOR DEEGAN,INT HENRY HUDSON PWKY,Bronx,87,12,,Y,,,55390.0,Bronx MOSHOLU PKWY INT 87I MAJOR DEEGAN INT HENRY HUDSON PWKY,40.8821974,-73.8862418
2019,11001,Bronx,,,,E 149TH ST,BRUCKNER BLVD,END OF ST,Bronx,34,17,,Y,,,5211.0,Bronx E 149TH ST BRUCKNER BLVD END OF ST,40.8097765,-73.9030726
2019,11002,Bronx,,,,BAYCHESTER AVE,CO OP CITY BLV,ROMBOUTS AVE,Bronx,23,17,,,,,6289.0,Bronx BAYCHESTER AVE CO OP CITY BLV ROMBOUTS AVE,40.8790045,-73.8267746
2019,11003,Bronx,,,,BAYCHESTER AVE,E 233RD ST,PITMAN AVE,Bronx,57,14,,,,,12090.0,Bronx BAYCHESTER AVE E 233RD ST PITMAN AVE,40.8964055,-73.8464426
2019,11004,Bronx,,,,E 165TH ST,MORRIS AVE,BROOK AVE,Bronx,26,17,,Y,,,7743.0,Bronx E 165TH ST MORRIS AVE BROOK AVE,40.8292953,-73.9164206
2019,11005,Bronx,,,,PELHAM PKWY N,STILLWELL AVE,EASTCHESTER RD,Bronx,35,17,,,,Y,4649.0,Bronx PELHAM PKWY N STILLWELL AVE EASTCHESTER RD,40.8532083,-73.8432857
2019,11006,Bronx,,,,PELHAM PKWY N,WILLIAMSBRIDGE RD,BRONXWOOD AVE,Bronx,27,17,,,,Y,2222.0,Bronx PELHAM PKWY N WILLIAMSBRIDGE RD BRONXWOOD AVE,40.8581228,-73.8566395
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,BRONXWOOD AVE,WHITE PLAINS RD,Bronx,30,17,,,,Y,4112.0,Bronx PELHAM PKWY N BRONXWOOD AVE WHITE PLAINS RD,40.8579979,-73.86166089999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
2019,11007,Bronx,,,,PELHAM PKWY N,US1 / BOSTON RD,WHITE PLAINS RD,Bronx,4,17,,,,Y,4112.0,Bronx PELHAM PKWY N US1 / BOSTON RD WHITE PLAINS RD,40.8603138,-73.86722569999999
